scanner_folder,image_name,mean_residual,residual_image_path
Canon120-1\150,s1_29.tif,1.1351795592418057e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_29.tif
Canon120-1\150,s1_3.tif,1.0878079592657741e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_3.tif
Canon120-1\150,s1_30.tif,1.0940266292891465e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_30.tif
Canon120-1\150,s1_31.tif,1.0095357083628187e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_31.tif
Canon120-1\150,s1_32.tif,1.0723459809014457e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_32.tif
Canon120-1\150,s1_33.tif,1.016848045765073e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_33.tif
Canon120-1\150,s1_34.tif,1.1056795301556122e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_34.tif
Canon120-1\150,s1_35.tif,1.0928914662144962e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_35.tif
Canon120-1\150,s1_36.tif,1.1261658983130474e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_36.tif
Canon120-1\150,s1_37.tif,1.1014492429239908e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_37.tif
Canon120-1\150,s1_38.tif,1.124076334235724e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_38.tif
Canon120-1\150,s1_39.tif,1.0951077911158791e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_39.tif
Canon120-1\150,s1_4.tif,1.0410008144390304e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_4.tif
Canon120-1\150,s1_40.tif,1.0481323897693073e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_40.tif
Canon120-1\150,s1_41.tif,1.0342535006202525e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_41.tif
Canon120-1\150,s1_42.tif,1.0898020263994113e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_42.tif
Canon120-1\150,s1_43.tif,1.1173551683896221e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_43.tif
Canon120-1\150,s1_44.tif,1.0865960575756617e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_44.tif
Canon120-1\150,s1_45.tif,1.0994426702382043e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_45.tif
Canon120-1\150,s1_46.tif,1.0879944056796376e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_46.tif
Canon120-1\150,s1_47.tif,9.964594482880784e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_47.tif
Canon120-1\150,s1_48.tif,1.0439202924317215e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_48.tif
Canon120-1\150,s1_49.tif,1.1359168183844304e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_49.tif
Canon120-1\150,s1_5.tif,1.1224574336665682e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_5.tif
Canon120-1\150,s1_50.tif,1.1118964948764187e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_50.tif
Canon120-1\150,s1_51.tif,1.0982216736010741e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_51.tif
Canon120-1\150,s1_52.tif,1.0254200333292829e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_52.tif
Canon120-1\150,s1_53.tif,1.1065878879890079e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_53.tif
Canon120-1\150,s1_54.tif,1.1275187716819346e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_54.tif
Canon120-1\150,s1_55.tif,1.0423184448882239e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_55.tif
Canon120-1\150,s1_56.tif,1.0169287634198554e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_56.tif
Canon120-1\150,s1_57.tif,1.1055669801862678e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_57.tif
Canon120-1\150,s1_58.tif,1.1185056791873649e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_58.tif
Canon120-1\150,s1_59.tif,1.0659999816198251e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_59.tif
Canon120-1\150,s1_6.tif,1.1462839211162645e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_6.tif
Canon120-1\150,s1_60.tif,1.1291217560938094e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_60.tif
Canon120-1\150,s1_61.tif,1.1200802418898093e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_61.tif
Canon120-1\150,s1_62.tif,1.1043277936551021e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_62.tif
Canon120-1\150,s1_63.tif,9.639040854381165e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_63.tif
Canon120-1\150,s1_64.tif,1.0406392902950756e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_64.tif
Canon120-1\150,s1_65.tif,1.0716962606238667e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_65.tif
Canon120-1\150,s1_66.tif,1.0905557701335056e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_66.tif
Canon120-1\150,s1_67.tif,9.086693353310693e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_67.tif
Canon120-1\150,s1_68.tif,1.1132141253256123e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_68.tif
Canon120-1\150,s1_69.tif,1.1132704003102845e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_69.tif
Canon120-1\150,s1_7.tif,1.1247459497099044e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_7.tif
Canon120-1\150,s1_70.tif,9.91923343462986e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_70.tif
Canon120-1\150,s1_71.tif,1.1237113994866377e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_71.tif
Canon120-1\150,s1_72.tif,1.096780124498764e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_72.tif
Canon120-1\150,s1_73.tif,1.0608880529616727e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_73.tif
Canon120-1\150,s1_74.tif,1.1223130513826618e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_74.tif
Canon120-1\150,s1_75.tif,1.099283508665394e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_75.tif
Canon120-1\150,s1_76.tif,1.0821509022207465e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_76.tif
Canon120-1\150,s1_77.tif,1.0434825981064932e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_77.tif
Canon120-1\150,s1_78.tif,1.04170339909615e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_78.tif
Canon120-1\150,s1_79.tif,1.0975742270602495e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_79.tif
Canon120-1\150,s1_8.tif,1.0907808700721944e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_8.tif
Canon120-1\150,s1_80.tif,1.077362412615912e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_80.tif
Canon120-1\150,s1_81.tif,1.0731594102253439e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_81.tif
Canon120-1\150,s1_82.tif,1.1179298553543049e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_82.tif
Canon120-1\150,s1_83.tif,1.0880819445446832e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_83.tif
Canon120-1\150,s1_84.tif,1.0865517197089503e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_84.tif
Canon120-1\150,s1_85.tif,1.1127644938824233e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_85.tif
Canon120-1\150,s1_86.tif,1.1193355931027327e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_86.tif
Canon120-1\150,s1_87.tif,1.102239366446156e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_87.tif
Canon120-1\150,s1_88.tif,1.0952379625450703e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_88.tif
Canon120-1\150,s1_89.tif,1.0640474101819564e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_89.tif
Canon120-1\150,s1_9.tif,1.064024672814412e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_9.tif
Canon120-1\150,s1_90.tif,1.0625774393702159e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_90.tif
Canon120-1\150,s1_91.tif,1.1098086361016612e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_91.tif
Canon120-1\150,s1_92.tif,1.1203690064576222e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_92.tif
Canon120-1\150,s1_93.tif,1.1082727269240422e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_93.tif
Canon120-1\150,s1_94.tif,1.1201359484402929e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_94.tif
Canon120-1\150,s1_95.tif,1.1246550002397271e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_95.tif
Canon120-1\150,s1_96.tif,1.1274551070528105e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_96.tif
Canon120-1\150,s1_97.tif,1.1083261597377714e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_97.tif
Canon120-1\150,s1_98.tif,9.996711014537141e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_98.tif
Canon120-1\150,s1_99.tif,1.0105281944561284e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\150\residual_s1_99.tif
Canon120-1\300,s1_100.tif,1.0565941011009272e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_100.tif
Canon120-1\300,s1_11.tif,1.0345331702410476e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_11.tif
Canon120-1\300,s1_12.tif,1.0020096397056477e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_12.tif
Canon120-1\300,s1_13.tif,1.0097448921442265e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_13.tif
Canon120-1\300,s1_14.tif,1.0437713626743061e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_14.tif
Canon120-1\300,s1_15.tif,9.617201612854842e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_15.tif
Canon120-1\300,s1_16.tif,1.0049495813291287e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_16.tif
Canon120-1\300,s1_17.tif,1.0973406006087316e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_17.tif
Canon120-1\300,s1_19.tif,8.524727945768973e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_19.tif
Canon120-1\300,s1_20.tif,8.504366633133031e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_20.tif
Canon120-1\300,s1_21.tif,1.080302354239393e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_21.tif
Canon120-1\300,s1_22.tif,1.0886083146033343e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_22.tif
Canon120-1\300,s1_23.tif,9.759833119460382e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_23.tif
Canon120-1\300,s1_24.tif,1.068873416443239e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_24.tif
Canon120-1\300,s1_25.tif,1.0272174222336616e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_25.tif
Canon120-1\300,s1_26.tif,1.0204416867054533e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_26.tif
Canon120-1\300,s1_27.tif,9.868972483673133e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_27.tif
Canon120-1\300,s1_29.tif,1.058262455444492e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_29.tif
Canon120-1\300,s1_30.tif,1.0296616892446764e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_30.tif
Canon120-1\300,s1_31.tif,9.19507101571071e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_31.tif
Canon120-1\300,s1_32.tif,9.505447451374494e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_32.tif
Canon120-1\300,s1_34.tif,1.046321358444402e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_34.tif
Canon120-1\300,s1_35.tif,1.0083971346830367e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_35.tif
Canon120-1\300,s1_36.tif,1.0713938536355272e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_36.tif
Canon120-1\300,s1_37.tif,1.0357211976952385e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_37.tif
Canon120-1\300,s1_38.tif,1.0008773188019404e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_38.tif
Canon120-1\300,s1_39.tif,1.0599489996820921e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_39.tif
Canon120-1\300,s1_4.tif,9.757559382705949e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_4.tif
Canon120-1\300,s1_40.tif,9.726613825478125e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_40.tif
Canon120-1\300,s1_41.tif,9.773589226824697e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_41.tif
Canon120-1\300,s1_42.tif,9.757650332176127e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_42.tif
Canon120-1\300,s1_43.tif,1.0622352419886738e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_43.tif
Canon120-1\300,s1_44.tif,1.0286532869940856e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_44.tif
Canon120-1\300,s1_45.tif,1.0287033092026832e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_45.tif
Canon120-1\300,s1_46.tif,1.036570438373019e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_46.tif
Canon120-1\300,s1_47.tif,9.029724878928391e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_47.tif
Canon120-1\300,s1_48.tif,8.815402452455601e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_48.tif
Canon120-1\300,s1_49.tif,1.0822998319781618e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_49.tif
Canon120-1\300,s1_50.tif,1.0252983884129208e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_50.tif
Canon120-1\300,s1_51.tif,1.0468193067936227e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_51.tif
Canon120-1\300,s1_52.tif,9.758423402672634e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_52.tif
Canon120-1\300,s1_53.tif,1.0344956535845995e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_53.tif
Canon120-1\300,s1_54.tif,1.0478925105417147e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_54.tif
Canon120-1\300,s1_55.tif,9.338543804915389e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_55.tif
Canon120-1\300,s1_56.tif,9.128063993557589e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_56.tif
Canon120-1\300,s1_57.tif,1.04939317679964e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_57.tif
Canon120-1\300,s1_58.tif,1.0649739579093875e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_58.tif
Canon120-1\300,s1_59.tif,9.9085582405678e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_59.tif
Canon120-1\300,s1_60.tif,1.0786959592223866e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_60.tif
Canon120-1\300,s1_61.tif,1.0504049896553624e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_61.tif
Canon120-1\300,s1_62.tif,1.0485803159099305e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_62.tif
Canon120-1\300,s1_63.tif,8.107917892630212e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_63.tif
Canon120-1\300,s1_64.tif,8.73251337907277e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_64.tif
Canon120-1\300,s1_65.tif,1.0235089575871825e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_65.tif
Canon120-1\300,s1_66.tif,1.0352209756092634e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_66.tif
Canon120-1\300,s1_67.tif,8.499830528307939e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_67.tif
Canon120-1\300,s1_68.tif,1.062033447851718e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_68.tif
Canon120-1\300,s1_69.tif,9.862071692623431e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_69.tif
Canon120-1\300,s1_70.tif,8.812685337034054e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_70.tif
Canon120-1\300,s1_71.tif,1.0859253052331042e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_71.tif
Canon120-1\300,s1_72.tif,1.055719849318848e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_72.tif
Canon120-1\300,s1_73.tif,9.844313808571314e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_73.tif
Canon120-1\300,s1_74.tif,1.0695282526285155e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_74.tif
Canon120-1\300,s1_75.tif,9.794496236281702e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_75.tif
Canon120-1\300,s1_76.tif,9.366010544908931e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_76.tif
Canon120-1\300,s1_77.tif,9.974610293284059e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_77.tif
Canon120-1\300,s1_78.tif,9.926156963047106e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_78.tif
Canon120-1\300,s1_79.tif,1.0205360467807623e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_79.tif
Canon120-1\300,s1_80.tif,1.0203245892626e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_80.tif
Canon120-1\300,s1_81.tif,1.009206016533426e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_81.tif
Canon120-1\300,s1_82.tif,9.975821058105794e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_82.tif
Canon120-1\300,s1_83.tif,1.0386463600298157e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_83.tif
Canon120-1\300,s1_84.tif,1.0097210179083049e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_84.tif
Canon120-1\300,s1_85.tif,1.0307530828868039e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_85.tif
Canon120-1\300,s1_86.tif,1.0592026455924497e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_86.tif
Canon120-1\300,s1_87.tif,9.705195225251373e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_87.tif
Canon120-1\300,s1_88.tif,9.725289373818669e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_88.tif
Canon120-1\300,s1_89.tif,1.0164433206227841e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_89.tif
Canon120-1\300,s1_9.tif,9.979055448638974e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_9.tif
Canon120-1\300,s1_90.tif,1.0056339760922128e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_90.tif
Canon120-1\300,s1_91.tif,1.0232076874672202e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_91.tif
Canon120-1\300,s1_92.tif,1.0656003723852336e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_92.tif
Canon120-1\300,s1_93.tif,9.718360161059536e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_93.tif
Canon120-1\300,s1_94.tif,9.912753284879727e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_94.tif
Canon120-1\300,s1_95.tif,1.0706378361646784e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_95.tif
Canon120-1\300,s1_96.tif,1.0628730251482921e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_96.tif
Canon120-1\300,s1_97.tif,1.0239068615192082e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_97.tif
Canon120-1\300,s1_98.tif,9.561779279465554e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_98.tif
Canon120-1\300,s1_99.tif,9.135419531958178e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-1\300\residual_s1_99.tif
Canon120-2\150,s2_1.tif,1.0673545602912782e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\150\residual_s2_1.tif
Canon120-2\150,s2_10.tif,1.0873168321268167e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\150\residual_s2_10.tif
Canon120-2\150,s2_100.tif,1.1225870366615709e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\150\residual_s2_100.tif
Canon120-2\150,s2_11.tif,1.0601081612549024e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\150\residual_s2_11.tif
Canon120-2\150,s2_12.tif,1.0950287787636626e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\150\residual_s2_12.tif
Canon120-2\150,s2_13.tif,1.0944381756416988e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\150\residual_s2_13.tif
